CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15639612,Customer_5010,790,France,Male,57,2,125922.48,1,0,1,102099.07,0
15639613,Customer_5011,665,France,Female,46,0,0.0,2,1,0,88005.07,0
15639614,Customer_5012,580,France,Female,38,4,97241.67,1,1,1,32618.64,0
15639615,Customer_5013,553,Germany,Male,35,7,83493.25,3,0,1,54257.7,0
15639616,Customer_5014,685,France,Female,38,4,53003.56,2,1,0,85873.12,0
15639617,Customer_5015,584,France,Male,31,9,106904.16,2,1,1,120512.52,0
15639618,Customer_5016,652,France,Female,18,2,61340.02,2,1,1,132523.55,0
15639619,Customer_5017,576,France,Male,62,8,119181.99,2,1,0,93160.33,0
15639620,Customer_5018,564,France,Male,39,1,0.0,1,1,0,173506.7,0
15639621,Customer_5019,612,France,Female,42,2,105154.07,1,1,1,72261.31,0
15639622,Customer_5020,638,France,Male,37,3,0.0,2,0,0,39644.42,0
15639623,Customer_5021,644,Germany,Female,29,9,0.0,1,1,0,10000.0,1
15639624,Customer_5022,623,France,Female,35,0,0.0,1,1,0,136214.98,0
15639625,Customer_5023,755,Germany,Male,18,10,0.0,1,1,1,94956.79,0
15639626,Customer_5024,610,France,Male,65,3,0.0,1,1,1,16513.67,1
15639627,Customer_5025,788,Germany,Male,23,3,0.0,1,1,1,114818.8,0
15639628,Customer_5026,634,Germany,Male,25,8,102946.57,2,1,0,150274.02,0
15639629,Customer_5027,586,France,Female,32,7,204300.4,1,1,1,114394.15,0
15639630,Customer_5028,678,Germany,Female,53,1,0.0,2,1,1,63482.77,0
15639631,Customer_5029,721,Spain,Female,38,6,2613.92,1,1,0,35793.57,0
15639632,Customer_5030,571,France,Female,23,5,87303.86,2,0,1,113893.9,0
15639633,Customer_5031,512,Spain,Female,53,6,133781.63,1,1,1,102037.73,0
15639634,Customer_5032,745,Spain,Female,46,10,79556.6,2,1,0,237563.57,1
15639635,Customer_5033,778,Germany,Female,44,3,0.0,2,1,0,43504.47,0
15639636,Customer_5034,701,Germany,Male,46,4,0.0,2,0,1,122088.27,0
15639637,Customer_5035,578,Spain,Male,66,5,59082.49,1,0,1,68796.26,1
15639638,Customer_5036,635,Spain,Female,64,8,0.0,2,1,1,61362.99,1
15639639,Customer_5037,534,Germany,Male,29,1,54067.96,2,1,1,37102.2,0
15639640,Customer_5038,748,France,Male,57,10,134086.8,2,0,0,158306.02,1
15639641,Customer_5039,671,Germany,Female,42,8,0.0,2,1,1,157456.19,0
15639642,Customer_5040,693,Spain,Female,43,9,50187.26,2,0,0,149318.3,0
15639643,Customer_5041,662,France,Female,18,0,94572.57,2,1,1,74490.29,0
15639644,Customer_5042,650,France,Male,35,3,46363.13,1,1,1,128175.69,1
15639645,Customer_5043,670,Spain,Female,28,4,20680.11,1,1,1,171718.73,0
15639646,Customer_5044,649,Germany,Male,47,8,0.0,1,1,1,10000.0,1
15639647,Customer_5045,762,France,Male,50,5,64874.97,2,0,1,128938.93,0
15639648,Customer_5046,515,Germany,Male,18,3,82926.46,1,0,0,151627.92,0
15639649,Customer_5047,566,Germany,Female,37,1,69262.18,2,1,1,138483.68,0
15639650,Customer_5048,615,France,Male,51,4,0.0,1,1,0,52991.39,0
15639651,Customer_5049,632,France,Male,35,7,137432.9,2,0,1,50646.71,0
15639652,Customer_5050,746,Germany,Male,46,7,0.0,2,0,0,117489.76,1
15639653,Customer_5051,519,France,Male,42,5,0.0,2,1,0,102504.71,1
15639654,Customer_5052,702,France,Female,42,10,30059.57,3,0,1,149200.57,0
15639655,Customer_5053,636,Germany,Male,34,0,85055.08,2,1,0,148647.32,0
15639656,Customer_5054,731,France,Male,23,7,0.0,1,1,0,70638.84,1
15639657,Customer_5055,687,France,Male,24,3,97558.93,3,1,0,11276.55,0
15639658,Customer_5056,637,France,Male,46,1,108268.08,2,1,0,26349.63,1
15639659,Customer_5057,554,Germany,Male,38,0,0.0,1,0,1,41349.15,0
15639660,Customer_5058,682,Spain,Male,36,6,123934.86,1,1,0,72278.78,0
15639661,Customer_5059,611,France,Female,32,1,0.0,2,1,0,116010.19,0
15639662,Customer_5060,639,France,Female,34,3,0.0,2,1,0,82449.9,0
15639663,Customer_5061,725,France,Male,50,3,0.0,2,0,0,33053.13,1
15639664,Customer_5062,791,Germany,Male,33,9,180216.17,1,0,0,133581.22,0
15639665,Customer_5063,493,France,Male,21,0,39148.24,2,1,0,83576.82,1
15639666,Customer_5064,725,Germany,Male,46,1,0.0,1,1,1,63663.61,0
15639667,Customer_5065,774,Spain,Female,35,0,0.0,1,0,1,56661.33,0
15639668,Customer_5066,634,Germany,Male,38,5,34599.73,1,1,0,116371.41,0
15639669,Customer_5067,539,Germany,Male,57,2,59442.57,1,1,1,85293.14,0
15639670,Customer_5068,684,France,Female,37,0,59116.57,2,1,1,67636.9,0
15639671,Customer_5069,632,France,Female,41,7,0.0,1,1,0,34814.94,0
15639672,Customer_5070,850,Germany,Male,23,3,0.0,1,1,1,67519.28,0
15639673,Customer_5071,682,Germany,Female,35,9,134218.55,1,1,0,113020.29,0
15639674,Customer_5072,603,France,Male,45,6,0.0,2,1,1,132922.73,0
15639675,Customer_5073,508,Germany,Male,19,9,32532.7,2,1,0,150545.07,0
15639676,Customer_5074,556,France,Male,40,1,0.0,1,0,1,62232.45,0
15639677,Customer_5075,735,Germany,Male,39,5,69742.78,2,0,0,16593.62,1
15639678,Customer_5076,483,France,Male,38,5,0.0,2,1,0,130814.4,1
15639679,Customer_5077,486,Germany,Male,50,6,17252.9,2,0,1,108287.23,0
15639680,Customer_5078,745,France,Female,42,0,0.0,1,1,0,22793.71,0
15639681,Customer_5079,613,Spain,Male,55,0,168740.93,1,1,1,140410.23,0
15639682,Customer_5080,624,Germany,Male,26,1,0.0,2,0,1,10000.0,0
15639683,Customer_5081,705,France,Male,39,10,62207.9,2,1,1,44036.62,0
15639684,Customer_5082,627,Spain,Female,39,1,64304.78,2,1,1,192423.53,0
15639685,Customer_5083,496,Spain,Female,25,4,11823.28,1,1,1,250000.0,0
15639686,Customer_5084,586,Germany,Male,49,0,0.0,1,1,1,151731.33,1
15639687,Customer_5085,695,France,Male,65,10,102394.42,2,1,0,81085.93,0
15639688,Customer_5086,656,France,Male,37,1,0.0,1,1,1,120418.66,0
15639689,Customer_5087,793,Germany,Male,44,5,122674.36,2,1,1,10000.0,0
15639690,Customer_5088,689,France,Male,39,2,0.0,2,0,1,74880.67,0
15639691,Customer_5089,567,Spain,Male,29,3,86806.62,2,1,0,10000.0,0
15639692,Customer_5090,785,France,Female,18,0,124349.67,2,1,1,163320.84,0
15639693,Customer_5091,791,France,Male,29,4,0.0,1,1,0,144543.55,0
15639694,Customer_5092,582,Spain,Male,21,3,11891.58,1,1,1,135278.94,0
15639695,Customer_5093,704,France,Female,58,7,0.0,1,1,1,145616.87,0
15639696,Customer_5094,713,Germany,Female,36,2,0.0,4,1,0,68794.45,0
15639697,Customer_5095,682,France,Female,33,9,80469.85,2,1,1,97757.09,0
15639698,Customer_5096,517,France,Male,48,0,84750.41,1,1,1,61338.96,0
15639699,Customer_5097,850,France,Female,24,9,146336.97,1,0,0,102128.56,1
15639700,Customer_5098,608,Spain,Male,28,4,0.0,1,1,0,94498.44,0
15639701,Customer_5099,684,Germany,Male,38,0,35709.04,2,0,0,121026.96,0
15639702,Customer_5100,738,Germany,Male,50,10,0.0,1,1,1,37580.14,0
15639703,Customer_5101,610,France,Female,44,4,102673.93,2,1,1,100618.6,0
15639704,Customer_5102,769,France,Female,40,8,0.0,2,0,0,99835.0,0
15639705,Customer_5103,649,Spain,Male,38,4,173117.7,2,1,0,110488.76,0
15639706,Customer_5104,589,France,Female,42,1,0.0,2,1,0,47089.14,0
15639707,Customer_5105,512,Spain,Male,40,1,0.0,1,1,0,65230.15,1
15639708,Customer_5106,613,Spain,Female,25,9,179769.78,2,0,0,52792.03,0
15639709,Customer_5107,684,France,Male,38,8,0.0,1,1,0,211112.12,0
15639710,Customer_5108,619,Spain,Female,25,4,0.0,2,1,0,168132.15,0
15639711,Customer_5109,712,France,Male,38,10,0.0,1,1,1,96199.9,0
15639712,Customer_5110,808,France,Male,32,7,46164.72,2,1,1,125352.12,0
15639713,Customer_5111,620,France,Male,68,9,124414.5,2,1,1,187519.65,0
15639714,Customer_5112,759,France,Female,37,3,0.0,1,0,1,191361.59,0
15639715,Customer_5113,667,Spain,Male,21,1,74994.35,2,1,1,122711.79,0
15639716,Customer_5114,679,France,Female,36,3,0.0,2,1,1,52768.36,0
15639717,Customer_5115,651,Germany,Male,44,10,101231.14,1,1,0,168831.99,0
15639718,Customer_5116,687,France,Male,58,3,0.0,1,0,0,113318.51,0
15639719,Customer_5117,571,Spain,Male,30,10,0.0,1,1,0,80662.21,0
15639720,Customer_5118,580,France,Male,19,8,179824.16,2,1,1,138617.64,0
15639721,Customer_5119,592,Spain,Female,47,9,52057.13,1,0,1,63287.76,0
15639722,Customer_5120,482,France,Female,21,10,188616.93,1,1,1,12524.82,0
15639723,Customer_5121,533,France,Male,32,5,117355.38,2,1,0,172726.71,0
15639724,Customer_5122,641,France,Female,34,9,0.0,1,0,0,125569.68,0
15639725,Customer_5123,594,Germany,Male,37,5,82495.04,1,1,0,147118.26,0
15639726,Customer_5124,645,Germany,Female,46,4,0.0,2,1,1,10000.0,0
15639727,Customer_5125,710,France,Male,29,5,170735.13,2,0,1,123840.7,0
15639728,Customer_5126,673,Spain,Female,34,0,15744.32,2,1,1,116554.54,0
15639729,Customer_5127,639,Spain,Male,37,4,38888.57,2,1,0,80353.51,0
15639730,Customer_5128,472,France,Male,39,5,178797.81,1,0,1,80845.82,1
15639731,Customer_5129,654,France,Female,39,7,21305.82,2,1,1,71159.91,0
15639732,Customer_5130,585,France,Male,43,3,77372.84,1,1,1,189775.63,0
15639733,Customer_5131,716,France,Male,48,4,33388.13,2,0,0,147790.95,1
15639734,Customer_5132,573,Spain,Female,42,3,121831.3,2,1,1,85045.58,0
15639735,Customer_5133,540,France,Female,43,6,0.0,1,1,1,63387.86,0
15639736,Customer_5134,786,Spain,Female,19,9,121549.19,2,1,1,98751.66,0
15639737,Customer_5135,476,France,Male,38,5,147942.18,2,1,0,99525.66,0
15639738,Customer_5136,812,Spain,Male,43,3,116763.05,2,1,0,40544.54,0
15639739,Customer_5137,660,Germany,Female,46,5,24450.47,2,1,0,163056.59,0
15639740,Customer_5138,617,France,Male,29,3,0.0,2,0,0,85337.59,0
15639741,Customer_5139,608,Spain,Male,30,7,33996.15,2,1,0,104127.66,0
15639742,Customer_5140,734,France,Female,31,10,0.0,2,1,1,146133.51,0
15639743,Customer_5141,670,France,Male,44,2,0.0,2,0,1,189850.64,1
15639744,Customer_5142,666,France,Male,50,7,0.0,2,0,0,106347.98,0
15639745,Customer_5143,643,France,Male,33,1,62283.85,2,1,0,18771.01,0
15639746,Customer_5144,605,Germany,Female,48,5,59146.2,1,0,1,133845.48,0
15639747,Customer_5145,770,France,Male,39,7,175211.62,1,1,0,109192.67,1
15639748,Customer_5146,604,Germany,Female,36,0,33190.55,1,0,0,69623.17,0
15639749,Customer_5147,526,Germany,Male,35,5,0.0,1,1,0,121890.15,0
15639750,Customer_5148,679,France,Female,46,8,124613.68,1,1,1,63160.86,1
15639751,Customer_5149,512,France,Male,41,9,223026.08,1,1,0,12297.19,1
15639752,Customer_5150,791,France,Male,65,9,178653.29,1,1,1,107538.97,0
15639753,Customer_5151,689,France,Male,27,1,0.0,2,1,1,46244.94,0
15639754,Customer_5152,446,Germany,Male,44,10,120004.24,1,0,1,84239.73,0
15639755,Customer_5153,686,Germany,Male,31,0,0.0,1,1,0,133136.12,0
15639756,Customer_5154,614,France,Female,27,1,36221.3,2,1,1,10000.0,0
15639757,Customer_5155,772,Spain,Male,37,4,0.0,1,1,0,78792.12,0
15639758,Customer_5156,636,France,Male,39,5,74065.84,2,1,1,45675.08,0
15639759,Customer_5157,638,France,Female,73,0,0.0,2,1,1,14646.54,0
15639760,Customer_5158,611,Germany,Female,35,6,98411.84,1,1,1,101980.21,0
15639761,Customer_5159,621,Spain,Male,24,10,29065.01,2,0,1,71074.29,0
15639762,Customer_5160,450,Germany,Female,41,3,0.0,1,1,1,134975.85,1
15639763,Customer_5161,595,France,Female,18,8,26562.32,1,1,1,123209.68,0
15639764,Customer_5162,553,Germany,Female,36,5,0.0,2,1,1,131548.32,0
15639765,Customer_5163,609,Spain,Male,38,8,0.0,2,0,1,10000.0,0
15639766,Customer_5164,754,France,Male,47,0,14684.48,1,1,0,107486.39,0
15639767,Customer_5165,805,France,Male,49,3,48510.75,3,1,0,109806.25,1
15639768,Customer_5166,670,France,Female,31,1,66220.52,1,1,0,28822.75,0
15639769,Customer_5167,592,France,Male,36,5,0.0,2,0,1,92370.54,0
15639770,Customer_5168,514,France,Female,28,3,137687.84,2,1,0,113290.91,0
15639771,Customer_5169,602,France,Female,24,8,68727.2,2,1,1,101582.4,0
15639772,Customer_5170,530,Germany,Female,41,2,188493.11,1,1,0,134780.43,0
15639773,Customer_5171,628,France,Male,22,0,96807.79,2,1,1,125733.91,0
15639774,Customer_5172,644,France,Male,33,10,0.0,1,1,0,136005.94,0
15639775,Customer_5173,667,Spain,Male,26,10,0.0,3,0,1,23454.05,0
15639776,Customer_5174,659,Germany,Female,44,0,17611.54,1,1,1,58409.94,0
15639777,Customer_5175,465,Spain,Female,59,8,140954.23,1,1,0,76400.11,0
15639778,Customer_5176,557,Germany,Male,22,8,116595.28,2,1,0,90024.41,1
15639779,Customer_5177,559,France,Male,18,4,0.0,2,1,0,10000.0,0
15639780,Customer_5178,607,France,Female,36,1,182485.03,1,0,0,89040.74,1
15639781,Customer_5179,659,France,Female,38,8,43096.5,1,1,0,141435.51,0
15639782,Customer_5180,576,France,Male,40,7,0.0,2,1,1,21570.29,0
15639783,Customer_5181,850,Spain,Male,32,10,15080.54,2,1,0,12677.79,0
15639784,Customer_5182,767,Spain,Male,35,9,0.0,1,1,0,169204.44,0
15639785,Customer_5183,550,France,Female,42,9,95782.7,2,0,0,121474.82,0
15639786,Customer_5184,777,France,Male,50,5,123453.87,2,1,1,209779.25,1
15639787,Customer_5185,809,Spain,Female,18,6,0.0,2,1,1,107272.88,0
15639788,Customer_5186,529,Germany,Male,33,5,0.0,1,1,1,92929.84,1
15639789,Customer_5187,536,Spain,Male,40,4,39939.62,2,1,1,56800.09,0
15639790,Customer_5188,661,Germany,Male,26,3,139166.43,1,1,1,233216.86,0
15639791,Customer_5189,751,France,Male,58,6,43765.88,2,1,0,167674.96,0
15639792,Customer_5190,681,Germany,Male,30,3,224107.14,1,0,0,126693.75,0
15639793,Customer_5191,484,France,Female,37,9,0.0,1,0,0,115996.91,0
15639794,Customer_5192,573,Germany,Male,44,9,0.0,1,0,0,33722.04,0
15639795,Customer_5193,593,Germany,Female,30,9,0.0,2,1,0,100030.72,0
15639796,Customer_5194,730,Germany,Male,18,8,49916.53,2,0,0,36530.12,1
15639797,Customer_5195,513,France,Female,32,4,70685.97,1,1,0,82210.94,0
15639798,Customer_5196,529,Germany,Female,50,7,3976.47,2,1,1,105790.37,0
15639799,Customer_5197,655,Germany,Female,33,5,176107.04,2,1,0,110145.12,0
15639800,Customer_5198,649,Spain,Male,27,3,79518.12,1,1,0,41466.72,1
15639801,Customer_5199,736,France,Male,49,2,0.0,2,0,1,129168.67,0
15639802,Customer_5200,590,Spain,Female,34,10,0.0,2,0,0,94318.83,0
15639803,Customer_5201,753,France,Female,31,5,0.0,1,1,1,142898.36,0
15639804,Customer_5202,737,France,Male,39,0,122200.98,1,0,0,133221.75,0
15639805,Customer_5203,640,France,Male,47,1,113634.89,3,1,1,169631.92,0
15639806,Customer_5204,598,France,Male,66,6,116151.32,1,0,0,54706.37,1
15639807,Customer_5205,811,France,Female,47,3,0.0,1,1,1,212465.78,0
15639808,Customer_5206,694,Germany,Female,51,4,212226.94,2,1,0,36033.47,1
15639809,Customer_5207,622,France,Female,31,10,188501.1,2,0,1,80123.99,0
15639810,Customer_5208,556,France,Male,25,9,48230.44,1,0,1,110277.59,0
15639811,Customer_5209,775,Germany,Male,38,0,208024.48,2,0,0,131758.69,1
15639812,Customer_5210,587,Germany,Female,39,1,63582.25,2,1,1,82650.35,1
15639813,Customer_5211,598,Germany,Female,25,3,82505.01,1,0,0,95910.6,1
15639814,Customer_5212,577,Germany,Male,35,7,0.0,1,1,0,213276.98,0
15639815,Customer_5213,613,Germany,Male,42,9,117211.34,1,1,0,62702.68,0
15639816,Customer_5214,688,France,Male,42,3,0.0,2,0,0,41954.97,0
15639817,Customer_5215,600,Germany,Female,44,2,77544.1,2,1,1,26427.05,0
15639818,Customer_5216,640,Germany,Female,41,2,0.0,1,0,0,65073.95,0
15639819,Customer_5217,582,Germany,Female,31,4,0.0,1,1,0,10000.0,0
15639820,Customer_5218,696,France,Female,31,2,0.0,1,0,1,99904.76,0
15639821,Customer_5219,640,France,Male,23,7,0.0,1,0,1,196873.31,0
15639822,Customer_5220,531,France,Female,59,4,30087.05,2,0,0,96549.76,0
15639823,Customer_5221,637,France,Male,38,6,0.0,1,1,1,169166.08,0
15639824,Customer_5222,672,Germany,Male,35,10,0.0,2,0,0,77952.8,0
15639825,Customer_5223,610,France,Female,26,7,148788.96,2,1,1,199917.53,0
15639826,Customer_5224,450,Germany,Male,73,4,52442.1,1,0,0,123203.93,0
15639827,Customer_5225,770,Spain,Female,25,7,53598.24,4,0,0,98117.37,0
15639828,Customer_5226,553,France,Female,32,2,138241.32,2,1,1,44049.44,1
15639829,Customer_5227,709,Spain,Female,42,6,0.0,2,0,1,110437.3,0
15639830,Customer_5228,613,Germany,Female,45,7,0.0,2,0,0,201322.81,0
15639831,Customer_5229,640,Germany,Male,49,6,0.0,2,1,0,10000.0,0
15639832,Customer_5230,630,France,Female,59,1,139293.33,2,1,0,93857.82,1
15639833,Customer_5231,746,France,Female,44,7,128337.86,2,0,1,79016.43,0
15639834,Customer_5232,672,France,Male,25,5,173044.41,1,1,0,21190.79,1
15639835,Customer_5233,663,Germany,Male,34,9,0.0,2,1,1,57645.84,0
15639836,Customer_5234,533,Germany,Male,41,2,78608.43,1,1,0,146547.96,1
15639837,Customer_5235,793,France,Female,62,3,4596.86,1,1,0,69265.02,0
15639838,Customer_5236,504,Germany,Female,21,6,0.0,2,1,0,163605.77,0
15639839,Customer_5237,774,France,Female,52,2,69650.58,1,1,1,81767.04,1
15639840,Customer_5238,474,Germany,Male,40,0,172324.61,2,0,1,95577.28,1
15639841,Customer_5239,823,Spain,Female,48,5,109328.77,2,0,1,150494.88,0
15639842,Customer_5240,689,France,Female,36,2,0.0,1,1,1,92763.5,0
15639843,Customer_5241,600,France,Male,27,10,73096.53,2,1,0,116107.16,0
15639844,Customer_5242,517,Spain,Female,47,9,47532.83,1,1,1,71991.58,0
15639845,Customer_5243,648,France,Female,45,5,0.0,1,0,0,82883.93,0
15639846,Customer_5244,694,Germany,Male,49,9,81092.07,2,1,0,145185.13,0
15639847,Customer_5245,655,France,Female,37,2,196211.75,2,0,0,57873.75,1
15639848,Customer_5246,610,Spain,Male,30,5,100911.29,1,1,0,38246.16,1
15639849,Customer_5247,580,France,Male,19,10,11809.16,3,0,0,83112.97,1
15639850,Customer_5248,763,France,Female,47,3,0.0,3,0,1,98611.94,0
15639851,Customer_5249,619,Spain,Male,43,3,140137.29,1,1,1,44102.53,0
15639852,Customer_5250,685,France,Male,26,9,136262.35,1,1,1,181505.7,0
15639853,Customer_5251,702,Germany,Male,31,9,0.0,1,0,0,110889.68,0
15639854,Customer_5252,530,France,Female,32,10,125446.29,1,1,1,53787.72,0
15639855,Customer_5253,640,France,Male,20,1,94866.62,1,1,0,129820.42,0
15639856,Customer_5254,776,Germany,Female,28,3,0.0,1,1,0,154208.95,0
15639857,Customer_5255,677,Germany,Male,24,10,0.0,2,1,1,37580.26,0
15639858,Customer_5256,692,France,Male,33,3,0.0,2,1,0,127954.24,0
15639859,Customer_5257,609,France,Female,29,10,94478.66,2,1,0,70552.02,0
15639860,Customer_5258,754,Spain,Male,18,6,100262.07,1,1,0,127271.23,0
15639861,Customer_5259,837,Spain,Female,62,4,19436.4,2,1,1,218080.97,0
15639862,Customer_5260,575,Spain,Male,53,7,83288.98,2,1,0,56916.3,1
15639863,Customer_5261,725,France,Male,28,6,0.0,2,0,1,115526.63,0
15639864,Customer_5262,517,Germany,Female,41,9,44220.79,2,1,0,10000.0,0
15639865,Customer_5263,708,France,Male,43,8,0.0,1,1,1,212895.02,0
15639866,Customer_5264,692,France,Male,52,7,154882.94,2,0,1,10000.0,0
15639867,Customer_5265,540,France,Male,28,8,128213.49,2,1,0,109612.63,1
15639868,Customer_5266,738,France,Male,51,0,56785.74,1,0,1,158205.71,0
15639869,Customer_5267,554,Spain,Male,31,9,0.0,2,1,0,95166.9,0
15639870,Customer_5268,835,Germany,Female,21,2,122679.91,1,1,0,78639.78,0
15639871,Customer_5269,663,Germany,Female,46,4,65515.25,2,1,0,92717.6,0
15639872,Customer_5270,635,Spain,Female,53,8,37759.01,2,1,1,82404.31,0
15639873,Customer_5271,585,Spain,Female,69,7,0.0,1,0,0,10000.0,0
15639874,Customer_5272,708,France,Female,23,9,143292.39,1,1,1,10000.0,0
15639875,Customer_5273,682,Spain,Female,46,6,0.0,1,1,1,164419.6,0
15639876,Customer_5274,663,France,Male,33,1,114210.86,1,1,0,53840.79,0
15639877,Customer_5275,577,France,Male,47,10,54860.6,1,1,1,98563.46,1
15639878,Customer_5276,624,Germany,Male,20,5,111223.77,2,0,1,28259.65,0
15639879,Customer_5277,579,France,Male,22,3,0.0,1,1,1,82217.41,0
15639880,Customer_5278,485,Spain,Female,28,4,93981.82,1,0,1,145871.79,0
15639881,Customer_5279,636,Spain,Male,38,4,0.0,2,1,1,70166.94,0
15639882,Customer_5280,543,France,Female,30,3,13537.38,1,1,1,172936.44,0
15639883,Customer_5281,843,Germany,Male,45,3,41683.81,3,0,0,107833.63,1
15639884,Customer_5282,830,Germany,Female,50,3,134699.25,1,1,1,101666.5,1
15639885,Customer_5283,683,France,Male,45,10,21663.83,1,1,0,117893.47,0
15639886,Customer_5284,474,France,Female,57,1,0.0,2,0,0,114846.7,1
15639887,Customer_5285,693,France,Female,42,0,136519.69,2,1,1,133361.69,0
15639888,Customer_5286,629,France,Male,23,1,0.0,2,0,0,89528.87,1
15639889,Customer_5287,756,France,Male,54,6,146547.27,2,1,1,49216.15,0
15639890,Customer_5288,747,Germany,Male,30,0,0.0,1,1,1,172974.54,1
15639891,Customer_5289,577,France,Female,48,5,8938.14,2,1,1,156506.24,0
15639892,Customer_5290,614,France,Female,56,3,0.0,2,1,0,120639.78,1
15639893,Customer_5291,607,Germany,Male,43,1,0.0,1,1,0,154220.97,1
15639894,Customer_5292,609,France,Male,20,2,71518.26,1,1,1,30874.37,0
15639895,Customer_5293,497,France,Male,26,6,119889.27,2,1,1,42379.32,0
15639896,Customer_5294,686,Spain,Male,53,5,85381.01,2,1,1,131419.57,0
15639897,Customer_5295,657,Germany,Male,35,5,143002.53,2,1,0,25427.76,0
15639898,Customer_5296,618,Spain,Male,38,7,0.0,1,0,0,202596.59,0
15639899,Customer_5297,676,Germany,Male,47,7,0.0,2,0,1,61016.52,1
15639900,Customer_5298,681,France,Male,46,5,70113.51,2,0,1,15759.49,0
15639901,Customer_5299,761,Spain,Male,41,0,92017.54,1,1,1,57852.92,0
15639902,Customer_5300,735,France,Male,35,9,100177.03,1,1,1,48496.91,1
15639903,Customer_5301,749,Spain,Male,34,6,125893.35,3,0,1,106446.34,0
15639904,Customer_5302,563,Spain,Female,48,7,0.0,1,0,0,116858.9,0
15639905,Customer_5303,542,France,Female,44,4,70756.37,1,1,1,47961.77,0
15639906,Customer_5304,741,France,Female,34,10,0.0,1,1,0,100669.28,0
15639907,Customer_5305,813,France,Female,50,3,49208.3,1,1,1,54251.71,1
15639908,Customer_5306,731,France,Female,36,6,175498.62,1,1,1,158285.05,0
15639909,Customer_5307,681,Spain,Male,27,10,21860.73,2,1,1,39283.83,0
15639910,Customer_5308,650,France,Female,28,5,0.0,1,1,0,185072.83,0
15639911,Customer_5309,850,Spain,Female,26,5,0.0,1,1,0,96152.79,0
15639912,Customer_5310,729,Spain,Female,34,2,0.0,2,1,0,139156.26,0
15639913,Customer_5311,630,France,Male,52,10,203992.89,2,1,0,32246.61,1
15639914,Customer_5312,840,France,Female,28,9,70827.44,1,1,1,86643.38,0
15639915,Customer_5313,815,Spain,Male,40,3,0.0,1,1,0,211590.99,0
15639916,Customer_5314,512,France,Male,30,4,0.0,1,1,0,69614.05,0
15639917,Customer_5315,532,France,Female,34,8,0.0,1,1,1,121336.63,0
15639918,Customer_5316,630,France,Female,19,7,0.0,2,0,1,76961.2,0
15639919,Customer_5317,772,Spain,Male,35,2,0.0,2,1,1,73520.37,0
15639920,Customer_5318,594,Spain,Male,35,5,42309.41,2,1,0,168846.96,0
15639921,Customer_5319,552,France,Male,44,9,80111.83,2,0,0,179774.41,0
15639922,Customer_5320,728,France,Female,40,0,39608.35,2,0,0,10000.0,0
15639923,Customer_5321,464,France,Female,23,2,40132.88,2,0,1,68879.92,0
15639924,Customer_5322,616,France,Male,51,9,0.0,1,1,1,41241.81,0
15639925,Customer_5323,546,France,Female,40,6,115156.53,2,1,1,118623.04,0
15639926,Customer_5324,649,Spain,Male,40,6,0.0,2,0,0,125342.47,0
15639927,Customer_5325,559,France,Female,37,1,178891.37,2,0,0,56667.14,1
15639928,Customer_5326,635,Germany,Female,31,2,71706.51,1,1,1,68433.0,0
15639929,Customer_5327,690,Germany,Female,40,6,0.0,1,1,0,109998.9,0
15639930,Customer_5328,662,France,Male,43,5,0.0,2,1,1,84717.76,0
15639931,Customer_5329,598,Spain,Male,18,6,0.0,3,1,0,153459.2,0
15639932,Customer_5330,617,France,Male,31,9,0.0,1,1,1,58249.14,0
15639933,Customer_5331,850,France,Male,34,8,0.0,1,1,0,130769.66,0
15639934,Customer_5332,734,Spain,Male,41,7,26862.48,1,1,1,87871.68,0
15639935,Customer_5333,627,Spain,Male,52,5,0.0,2,0,0,161874.88,0
15639936,Customer_5334,667,France,Female,28,3,0.0,1,1,1,119673.95,0
15639937,Customer_5335,693,France,Female,32,9,39760.67,1,1,0,20938.71,0
15639938,Customer_5336,576,France,Male,31,8,47146.53,3,1,0,42305.81,0
15639939,Customer_5337,650,Germany,Female,28,6,0.0,2,0,0,42606.85,0
15639940,Customer_5338,546,France,Male,33,4,167136.0,1,1,1,86283.0,0
15639941,Customer_5339,554,France,Female,47,1,37761.93,1,0,1,81519.63,0
15639942,Customer_5340,734,Spain,Male,25,8,0.0,1,0,1,106454.89,0
15639943,Customer_5341,746,France,Male,43,6,0.0,1,1,1,181543.35,0
15639944,Customer_5342,760,France,Male,18,8,113319.23,2,1,1,133851.9,0
15639945,Customer_5343,643,France,Female,31,10,103927.32,1,0,0,88563.4,0
15639946,Customer_5344,602,France,Male,34,8,43441.86,1,1,1,63786.32,0
15639947,Customer_5345,651,France,Male,58,9,0.0,1,0,1,156762.88,0
15639948,Customer_5346,478,Germany,Male,34,4,0.0,1,1,1,138383.24,0
15639949,Customer_5347,783,Germany,Female,18,6,0.0,1,1,0,206609.98,0
15639950,Customer_5348,389,France,Female,18,4,0.0,1,1,1,145770.73,1
15639951,Customer_5349,743,France,Female,38,2,0.0,2,0,1,91733.27,0
15639952,Customer_5350,555,France,Female,45,9,0.0,1,1,0,153776.81,0
15639953,Customer_5351,649,France,Female,42,7,44595.57,2,1,0,202270.22,0
15639954,Customer_5352,568,Spain,Female,40,7,0.0,2,0,1,69960.51,0
